No.,Location,ID,위험정도,일반영상,열화상영상,레이블영상,주소
1754,wadong-dong,20,1,RGB1753,THR1753,LAB1753,경기 파주시 와동동 1502
1755,wadong-dong,20,1,RGB1754,THR1754,LAB1754,경기 파주시 와동동 1502
1756,wadong-dong,20,1,RGB1755,THR1755,LAB1755,경기 파주시 와동동 1502
1757,wadong-dong,20,2,RGB1756,THR1756,LAB1756,경기 파주시 와동동 1502
1758,wadong-dong,20,1,RGB1757,THR1757,LAB1757,경기 파주시 와동동 1502
1759,wadong-dong,20,0,RGB1758,THR1758,LAB1758,경기 파주시 와동동 1502
1760,wadong-dong,20,2,RGB1759,THR1759,LAB1759,경기 파주시 와동동 1502
1761,wadong-dong,20,2,RGB1760,THR1760,LAB1760,경기 파주시 와동동 1502
1762,wadong-dong,20,0,RGB1761,THR1761,LAB1761,경기 파주시 와동동 1502
1763,wadong-dong,20,0,RGB1762,THR1762,LAB1762,경기 파주시 와동동 1502
1764,wadong-dong,20,0,RGB1763,THR1763,LAB1763,경기 파주시 와동동 1502
1765,wadong-dong,20,0,RGB1764,THR1764,LAB1764,경기 파주시 와동동 1502
1766,wadong-dong,20,0,RGB1765,THR1765,LAB1765,경기 파주시 와동동 1502
1767,wadong-dong,20,0,RGB1766,THR1766,LAB1766,경기 파주시 와동동 1502
1768,wadong-dong,20,0,RGB1767,THR1767,LAB1767,경기 파주시 와동동 1502
1769,wadong-dong,20,0,RGB1768,THR1768,LAB1768,경기 파주시 와동동 1502
1770,wadong-dong,20,1,RGB1769,THR1769,LAB1769,경기 파주시 와동동 1502
1771,wadong-dong,20,2,RGB1770,THR1770,LAB1770,경기 파주시 와동동 1502
1772,wadong-dong,20,2,RGB1771,THR1771,LAB1771,경기 파주시 와동동 1502
1773,wadong-dong,20,0,RGB1772,THR1772,LAB1772,경기 파주시 와동동 1502
1774,wadong-dong,20,2,RGB1773,THR1773,LAB1773,경기 파주시 와동동 1502
1775,wadong-dong,20,2,RGB1774,THR1774,LAB1774,경기 파주시 와동동 1502
1776,wadong-dong,20,2,RGB1775,THR1775,LAB1775,경기 파주시 와동동 1502
1777,wadong-dong,20,2,RGB1776,THR1776,LAB1776,경기 파주시 와동동 1502
1778,wadong-dong,20,2,RGB1777,THR1777,LAB1777,경기 파주시 와동동 1502
1779,wadong-dong,20,2,RGB1778,THR1778,LAB1778,경기 파주시 와동동 1502
1780,wadong-dong,20,0,RGB1779,THR1779,LAB1779,경기 파주시 와동동 1502
1781,wadong-dong,20,1,RGB1780,THR1780,LAB1780,경기 파주시 와동동 1502
1782,wadong-dong,20,1,RGB1781,THR1781,LAB1781,경기 파주시 와동동 1502
1783,wadong-dong,20,0,RGB1782,THR1782,LAB1782,경기 파주시 와동동 1502
1784,wadong-dong,20,0,RGB1783,THR1783,LAB1783,경기 파주시 와동동 1502
1785,wadong-dong,20,0,RGB1784,THR1784,LAB1784,경기 파주시 와동동 1502
1786,wadong-dong,20,0,RGB1785,THR1785,LAB1785,경기 파주시 와동동 1502
1787,wadong-dong,20,0,RGB1786,THR1786,LAB1786,경기 파주시 와동동 1502
1788,wadong-dong,21,0,RGB1787,THR1787,LAB1787,경기 파주시 와동동 1517
1789,wadong-dong,21,0,RGB1788,THR1788,LAB1788,경기 파주시 와동동 1517
1790,wadong-dong,21,0,RGB1789,THR1789,LAB1789,경기 파주시 와동동 1517
1791,wadong-dong,21,0,RGB1790,THR1790,LAB1790,경기 파주시 와동동 1517
1792,wadong-dong,21,0,RGB1791,THR1791,LAB1791,경기 파주시 와동동 1517
1793,wadong-dong,21,0,RGB1792,THR1792,LAB1792,경기 파주시 와동동 1517
1794,wadong-dong,21,0,RGB1793,THR1793,LAB1793,경기 파주시 와동동 1517
1795,wadong-dong,21,2,RGB1794,THR1794,LAB1794,경기 파주시 와동동 1517
1796,wadong-dong,21,2,RGB1795,THR1795,LAB1795,경기 파주시 와동동 1517
1797,wadong-dong,21,2,RGB1796,THR1796,LAB1796,경기 파주시 와동동 1517
1798,wadong-dong,21,2,RGB1797,THR1797,LAB1797,경기 파주시 와동동 1517
1799,wadong-dong,21,2,RGB1798,THR1798,LAB1798,경기 파주시 와동동 1517
1800,wadong-dong,21,1,RGB1799,THR1799,LAB1799,경기 파주시 와동동 1517
1801,wadong-dong,21,2,RGB1800,THR1800,LAB1800,경기 파주시 와동동 1517
1802,wadong-dong,21,1,RGB1801,THR1801,LAB1801,경기 파주시 와동동 1517
1803,wadong-dong,21,1,RGB1802,THR1802,LAB1802,경기 파주시 와동동 1517
1804,wadong-dong,21,1,RGB1803,THR1803,LAB1803,경기 파주시 와동동 1517
1805,wadong-dong,21,1,RGB1804,THR1804,LAB1804,경기 파주시 와동동 1517
1806,wadong-dong,21,0,RGB1805,THR1805,LAB1805,경기 파주시 와동동 1517
1807,wadong-dong,21,2,RGB1806,THR1806,LAB1806,경기 파주시 와동동 1517
1808,wadong-dong,21,1,RGB1807,THR1807,LAB1807,경기 파주시 와동동 1517
1809,wadong-dong,21,2,RGB1808,THR1808,LAB1808,경기 파주시 와동동 1517
1810,wadong-dong,21,1,RGB1809,THR1809,LAB1809,경기 파주시 와동동 1517
1811,wadong-dong,21,1,RGB1810,THR1810,LAB1810,경기 파주시 와동동 1517
1812,wadong-dong,21,1,RGB1811,THR1811,LAB1811,경기 파주시 와동동 1517
1813,wadong-dong,21,1,RGB1812,THR1812,LAB1812,경기 파주시 와동동 1517
1814,wadong-dong,21,0,RGB1813,THR1813,LAB1813,경기 파주시 와동동 1517
1815,wadong-dong,21,0,RGB1814,THR1814,LAB1814,경기 파주시 와동동 1517
1816,wadong-dong,21,0,RGB1815,THR1815,LAB1815,경기 파주시 와동동 1517
1817,wadong-dong,21,1,RGB1816,THR1816,LAB1816,경기 파주시 와동동 1517
1818,wadong-dong,21,1,RGB1817,THR1817,LAB1817,경기 파주시 와동동 1517
1819,wadong-dong,21,0,RGB1818,THR1818,LAB1818,경기 파주시 와동동 1517
1820,wadong-dong,21,0,RGB1819,THR1819,LAB1819,경기 파주시 와동동 1517
1821,wadong-dong,21,0,RGB1820,THR1820,LAB1820,경기 파주시 와동동 1517
1822,wadong-dong,21,0,RGB1821,THR1821,LAB1821,경기 파주시 와동동 1517
1823,wadong-dong,21,0,RGB1822,THR1822,LAB1822,경기 파주시 와동동 1517
1824,wadong-dong,21,0,RGB1823,THR1823,LAB1823,경기 파주시 와동동 1517
1825,wadong-dong,21,0,RGB1824,THR1824,LAB1824,경기 파주시 와동동 1517
1826,wadong-dong,21,0,RGB1825,THR1825,LAB1825,경기 파주시 와동동 1517
1827,wadong-dong,21,0,RGB1826,THR1826,LAB1826,경기 파주시 와동동 1517
1828,wadong-dong,21,0,RGB1827,THR1827,LAB1827,경기 파주시 와동동 1517
1829,wadong-dong,21,0,RGB1828,THR1828,LAB1828,경기 파주시 와동동 1517
1830,wadong-dong,21,0,RGB1829,THR1829,LAB1829,경기 파주시 와동동 1517
1831,wadong-dong,21,0,RGB1830,THR1830,LAB1830,경기 파주시 와동동 1517
1832,wadong-dong,21,0,RGB1831,THR1831,LAB1831,경기 파주시 와동동 1517
1833,wadong-dong,21,0,RGB1832,THR1832,LAB1832,경기 파주시 와동동 1517
1834,wadong-dong,21,0,RGB1833,THR1833,LAB1833,경기 파주시 와동동 1517
1835,wadong-dong,21,0,RGB1834,THR1834,LAB1834,경기 파주시 와동동 1517
1836,wadong-dong,21,0,RGB1835,THR1835,LAB1835,경기 파주시 와동동 1517
1837,wadong-dong,21,0,RGB1836,THR1836,LAB1836,경기 파주시 와동동 1517
1838,wadong-dong,21,0,RGB1837,THR1837,LAB1837,경기 파주시 와동동 1517
1839,wadong-dong,21,0,RGB1838,THR1838,LAB1838,경기 파주시 와동동 1517
1840,wadong-dong,21,0,RGB1839,THR1839,LAB1839,경기 파주시 와동동 1517
1841,wadong-dong,22,0,RGB1840,THR1840,LAB1840,경기 파주시 와동동 1524
1842,wadong-dong,22,0,RGB1841,THR1841,LAB1841,경기 파주시 와동동 1524
1843,wadong-dong,22,0,RGB1842,THR1842,LAB1842,경기 파주시 와동동 1524
1844,wadong-dong,22,0,RGB1843,THR1843,LAB1843,경기 파주시 와동동 1524
1845,wadong-dong,22,0,RGB1844,THR1844,LAB1844,경기 파주시 와동동 1524
1846,wadong-dong,22,0,RGB1845,THR1845,LAB1845,경기 파주시 와동동 1524
1847,wadong-dong,22,0,RGB1846,THR1846,LAB1846,경기 파주시 와동동 1524
1848,wadong-dong,22,0,RGB1847,THR1847,LAB1847,경기 파주시 와동동 1524
1849,wadong-dong,22,0,RGB1848,THR1848,LAB1848,경기 파주시 와동동 1524
1850,wadong-dong,22,0,RGB1849,THR1849,LAB1849,경기 파주시 와동동 1524
1851,wadong-dong,22,0,RGB1850,THR1850,LAB1850,경기 파주시 와동동 1524
1852,wadong-dong,22,0,RGB1851,THR1851,LAB1851,경기 파주시 와동동 1524
1853,wadong-dong,22,0,RGB1852,THR1852,LAB1852,경기 파주시 와동동 1524
1854,wadong-dong,22,0,RGB1853,THR1853,LAB1853,경기 파주시 와동동 1524
1855,wadong-dong,22,0,RGB1854,THR1854,LAB1854,경기 파주시 와동동 1524
1856,wadong-dong,22,0,RGB1855,THR1855,LAB1855,경기 파주시 와동동 1524
1857,wadong-dong,22,0,RGB1856,THR1856,LAB1856,경기 파주시 와동동 1524
1858,wadong-dong,22,0,RGB1857,THR1857,LAB1857,경기 파주시 와동동 1524
1859,wadong-dong,22,0,RGB1858,THR1858,LAB1858,경기 파주시 와동동 1524
1860,wadong-dong,22,0,RGB1859,THR1859,LAB1859,경기 파주시 와동동 1524
1861,wadong-dong,22,0,RGB1860,THR1860,LAB1860,경기 파주시 와동동 1524
1862,wadong-dong,22,0,RGB1861,THR1861,LAB1861,경기 파주시 와동동 1524
1863,wadong-dong,22,0,RGB1862,THR1862,LAB1862,경기 파주시 와동동 1524
1864,wadong-dong,22,0,RGB1863,THR1863,LAB1863,경기 파주시 와동동 1524
1865,wadong-dong,22,0,RGB1864,THR1864,LAB1864,경기 파주시 와동동 1524
1866,wadong-dong,22,0,RGB1865,THR1865,LAB1865,경기 파주시 와동동 1524
1867,wadong-dong,22,0,RGB1866,THR1866,LAB1866,경기 파주시 와동동 1524
1868,wadong-dong,22,0,RGB1867,THR1867,LAB1867,경기 파주시 와동동 1524
1869,wadong-dong,22,0,RGB1868,THR1868,LAB1868,경기 파주시 와동동 1524
1870,wadong-dong,22,0,RGB1869,THR1869,LAB1869,경기 파주시 와동동 1524
1871,wadong-dong,22,0,RGB1870,THR1870,LAB1870,경기 파주시 와동동 1524
1872,wadong-dong,22,0,RGB1871,THR1871,LAB1871,경기 파주시 와동동 1524
1873,wadong-dong,22,0,RGB1872,THR1872,LAB1872,경기 파주시 와동동 1524
1874,wadong-dong,22,0,RGB1873,THR1873,LAB1873,경기 파주시 와동동 1524
1875,wadong-dong,22,0,RGB1874,THR1874,LAB1874,경기 파주시 와동동 1524
1876,wadong-dong,22,0,RGB1875,THR1875,LAB1875,경기 파주시 와동동 1524
1877,wadong-dong,22,2,RGB1876,THR1876,LAB1876,경기 파주시 와동동 1524
1878,wadong-dong,22,2,RGB1877,THR1877,LAB1877,경기 파주시 와동동 1524
1879,wadong-dong,22,2,RGB1878,THR1878,LAB1878,경기 파주시 와동동 1524
1880,wadong-dong,22,2,RGB1879,THR1879,LAB1879,경기 파주시 와동동 1524
1881,wadong-dong,22,2,RGB1880,THR1880,LAB1880,경기 파주시 와동동 1524
1882,wadong-dong,22,2,RGB1881,THR1881,LAB1881,경기 파주시 와동동 1524
1883,wadong-dong,22,2,RGB1882,THR1882,LAB1882,경기 파주시 와동동 1524
1884,wadong-dong,22,2,RGB1883,THR1883,LAB1883,경기 파주시 와동동 1524
1885,wadong-dong,22,0,RGB1884,THR1884,LAB1884,경기 파주시 와동동 1524
1886,wadong-dong,22,0,RGB1885,THR1885,LAB1885,경기 파주시 와동동 1524
1887,wadong-dong,22,2,RGB1886,THR1886,LAB1886,경기 파주시 와동동 1524
1888,wadong-dong,22,2,RGB1887,THR1887,LAB1887,경기 파주시 와동동 1524
1889,wadong-dong,22,2,RGB1888,THR1888,LAB1888,경기 파주시 와동동 1524
1890,wadong-dong,22,1,RGB1889,THR1889,LAB1889,경기 파주시 와동동 1524
1891,wadong-dong,22,1,RGB1890,THR1890,LAB1890,경기 파주시 와동동 1524
1892,wadong-dong,22,1,RGB1891,THR1891,LAB1891,경기 파주시 와동동 1524
1893,wadong-dong,22,1,RGB1892,THR1892,LAB1892,경기 파주시 와동동 1524
1894,wadong-dong,22,1,RGB1893,THR1893,LAB1893,경기 파주시 와동동 1524
1895,wadong-dong,22,1,RGB1894,THR1894,LAB1894,경기 파주시 와동동 1524
1896,wadong-dong,22,0,RGB1895,THR1895,LAB1895,경기 파주시 와동동 1524
1897,wadong-dong,22,0,RGB1896,THR1896,LAB1896,경기 파주시 와동동 1524
1898,wadong-dong,22,0,RGB1897,THR1897,LAB1897,경기 파주시 와동동 1524
1899,wadong-dong,22,0,RGB1898,THR1898,LAB1898,경기 파주시 와동동 1524
1900,wadong-dong,22,0,RGB1899,THR1899,LAB1899,경기 파주시 와동동 1524
1901,wadong-dong,22,0,RGB1900,THR1900,LAB1900,경기 파주시 와동동 1524
1902,wadong-dong,22,0,RGB1901,THR1901,LAB1901,경기 파주시 와동동 1524
1903,wadong-dong,22,0,RGB1902,THR1902,LAB1902,경기 파주시 와동동 1524
1904,wadong-dong,22,0,RGB1903,THR1903,LAB1903,경기 파주시 와동동 1524
1905,wadong-dong,22,0,RGB1904,THR1904,LAB1904,경기 파주시 와동동 1524
1906,wadong-dong,22,0,RGB1905,THR1905,LAB1905,경기 파주시 와동동 1524
1907,wadong-dong,22,0,RGB1906,THR1906,LAB1906,경기 파주시 와동동 1524
1908,wadong-dong,22,0,RGB1907,THR1907,LAB1907,경기 파주시 와동동 1524
1909,wadong-dong,22,0,RGB1908,THR1908,LAB1908,경기 파주시 와동동 1524
1910,wadong-dong,22,2,RGB1909,THR1909,LAB1909,경기 파주시 와동동 1524
1911,wadong-dong,22,2,RGB1910,THR1910,LAB1910,경기 파주시 와동동 1524
1912,wadong-dong,22,1,RGB1911,THR1911,LAB1911,경기 파주시 와동동 1524
1913,wadong-dong,22,0,RGB1912,THR1912,LAB1912,경기 파주시 와동동 1524
1914,wadong-dong,22,0,RGB1913,THR1913,LAB1913,경기 파주시 와동동 1524
1915,wadong-dong,22,0,RGB1914,THR1914,LAB1914,경기 파주시 와동동 1524
1916,wadong-dong,22,0,RGB1915,THR1915,LAB1915,경기 파주시 와동동 1524
1917,wadong-dong,22,0,RGB1916,THR1916,LAB1916,경기 파주시 와동동 1524
1918,wadong-dong,22,0,RGB1917,THR1917,LAB1917,경기 파주시 와동동 1524
1919,wadong-dong,22,0,RGB1918,THR1918,LAB1918,경기 파주시 와동동 1524
1920,wadong-dong,22,0,RGB1919,THR1919,LAB1919,경기 파주시 와동동 1524
1921,wadong-dong,22,0,RGB1920,THR1920,LAB1920,경기 파주시 와동동 1524
1922,wadong-dong,22,1,RGB1921,THR1921,LAB1921,경기 파주시 와동동 1524
1923,wadong-dong,22,0,RGB1922,THR1922,LAB1922,경기 파주시 와동동 1524
1924,wadong-dong,22,0,RGB1923,THR1923,LAB1923,경기 파주시 와동동 1524
1925,wadong-dong,22,0,RGB1924,THR1924,LAB1924,경기 파주시 와동동 1524
1926,wadong-dong,22,0,RGB1925,THR1925,LAB1925,경기 파주시 와동동 1524
1927,wadong-dong,22,0,RGB1926,THR1926,LAB1926,경기 파주시 와동동 1524
1928,wadong-dong,22,1,RGB1927,THR1927,LAB1927,경기 파주시 와동동 1524
1929,wadong-dong,22,2,RGB1928,THR1928,LAB1928,경기 파주시 와동동 1524
1930,wadong-dong,22,2,RGB1929,THR1929,LAB1929,경기 파주시 와동동 1524
1931,wadong-dong,22,1,RGB1930,THR1930,LAB1930,경기 파주시 와동동 1524
1932,wadong-dong,22,1,RGB1931,THR1931,LAB1931,경기 파주시 와동동 1524
1933,wadong-dong,22,0,RGB1932,THR1932,LAB1932,경기 파주시 와동동 1524
1934,wadong-dong,22,0,RGB1933,THR1933,LAB1933,경기 파주시 와동동 1524
1935,wadong-dong,22,0,RGB1934,THR1934,LAB1934,경기 파주시 와동동 1524
1936,wadong-dong,22,0,RGB1935,THR1935,LAB1935,경기 파주시 와동동 1524
1937,wadong-dong,22,1,RGB1936,THR1936,LAB1936,경기 파주시 와동동 1524
1938,wadong-dong,22,2,RGB1937,THR1937,LAB1937,경기 파주시 와동동 1524
1939,wadong-dong,22,2,RGB1938,THR1938,LAB1938,경기 파주시 와동동 1524
1940,wadong-dong,22,1,RGB1939,THR1939,LAB1939,경기 파주시 와동동 1524
1941,wadong-dong,22,1,RGB1940,THR1940,LAB1940,경기 파주시 와동동 1524
1942,wadong-dong,22,0,RGB1941,THR1941,LAB1941,경기 파주시 와동동 1524
1943,wadong-dong,22,2,RGB1942,THR1942,LAB1942,경기 파주시 와동동 1524
1944,wadong-dong,22,2,RGB1943,THR1943,LAB1943,경기 파주시 와동동 1524
1945,wadong-dong,22,2,RGB1944,THR1944,LAB1944,경기 파주시 와동동 1524
1946,wadong-dong,22,2,RGB1945,THR1945,LAB1945,경기 파주시 와동동 1524
1947,wadong-dong,22,2,RGB1946,THR1946,LAB1946,경기 파주시 와동동 1524
1948,wadong-dong,22,2,RGB1947,THR1947,LAB1947,경기 파주시 와동동 1524
1949,wadong-dong,22,2,RGB1948,THR1948,LAB1948,경기 파주시 와동동 1524
1950,wadong-dong,22,2,RGB1949,THR1949,LAB1949,경기 파주시 와동동 1524
1951,wadong-dong,22,1,RGB1950,THR1950,LAB1950,경기 파주시 와동동 1524
1952,wadong-dong,22,1,RGB1951,THR1951,LAB1951,경기 파주시 와동동 1524
1953,wadong-dong,22,1,RGB1952,THR1952,LAB1952,경기 파주시 와동동 1524
1954,wadong-dong,22,1,RGB1953,THR1953,LAB1953,경기 파주시 와동동 1524
1955,wadong-dong,22,1,RGB1954,THR1954,LAB1954,경기 파주시 와동동 1524
1956,wadong-dong,22,0,RGB1955,THR1955,LAB1955,경기 파주시 와동동 1524
1957,wadong-dong,22,0,RGB1956,THR1956,LAB1956,경기 파주시 와동동 1524
1958,wadong-dong,22,0,RGB1957,THR1957,LAB1957,경기 파주시 와동동 1524
1959,wadong-dong,22,0,RGB1958,THR1958,LAB1958,경기 파주시 와동동 1524
1960,wadong-dong,22,0,RGB1959,THR1959,LAB1959,경기 파주시 와동동 1524
1961,wadong-dong,22,0,RGB1960,THR1960,LAB1960,경기 파주시 와동동 1524
1962,wadong-dong,22,0,RGB1961,THR1961,LAB1961,경기 파주시 와동동 1524
1963,wadong-dong,22,0,RGB1962,THR1962,LAB1962,경기 파주시 와동동 1524
1964,wadong-dong,22,0,RGB1963,THR1963,LAB1963,경기 파주시 와동동 1524
1965,wadong-dong,22,0,RGB1964,THR1964,LAB1964,경기 파주시 와동동 1524
1966,wadong-dong,22,0,RGB1965,THR1965,LAB1965,경기 파주시 와동동 1524
1967,wadong-dong,22,0,RGB1966,THR1966,LAB1966,경기 파주시 와동동 1524
1968,wadong-dong,22,0,RGB1967,THR1967,LAB1967,경기 파주시 와동동 1524
1969,wadong-dong,22,0,RGB1968,THR1968,LAB1968,경기 파주시 와동동 1524
1970,wadong-dong,22,0,RGB1969,THR1969,LAB1969,경기 파주시 와동동 1524
1971,wadong-dong,22,0,RGB1970,THR1970,LAB1970,경기 파주시 와동동 1524
1972,wadong-dong,22,0,RGB1971,THR1971,LAB1971,경기 파주시 와동동 1524
1973,wadong-dong,22,0,RGB1972,THR1972,LAB1972,경기 파주시 와동동 1524
1974,wadong-dong,22,0,RGB1973,THR1973,LAB1973,경기 파주시 와동동 1524
1975,wadong-dong,22,0,RGB1974,THR1974,LAB1974,경기 파주시 와동동 1524
1976,wadong-dong,22,0,RGB1975,THR1975,LAB1975,경기 파주시 와동동 1524
1977,wadong-dong,22,0,RGB1976,THR1976,LAB1976,경기 파주시 와동동 1524
1978,wadong-dong,22,0,RGB1977,THR1977,LAB1977,경기 파주시 와동동 1524
1979,wadong-dong,22,0,RGB1978,THR1978,LAB1978,경기 파주시 와동동 1524
1980,wadong-dong,22,0,RGB1979,THR1979,LAB1979,경기 파주시 와동동 1524
1981,wadong-dong,22,0,RGB1980,THR1980,LAB1980,경기 파주시 와동동 1524
1982,wadong-dong,22,0,RGB1981,THR1981,LAB1981,경기 파주시 와동동 1524
1983,wadong-dong,22,0,RGB1982,THR1982,LAB1982,경기 파주시 와동동 1524
1984,wadong-dong,22,0,RGB1983,THR1983,LAB1983,경기 파주시 와동동 1524
1985,wadong-dong,22,0,RGB1984,THR1984,LAB1984,경기 파주시 와동동 1524
1986,wadong-dong,22,0,RGB1985,THR1985,LAB1985,경기 파주시 와동동 1524
1987,wadong-dong,22,0,RGB1986,THR1986,LAB1986,경기 파주시 와동동 1524
1988,wadong-dong,22,1,RGB1987,THR1987,LAB1987,경기 파주시 와동동 1524
1989,wadong-dong,22,1,RGB1988,THR1988,LAB1988,경기 파주시 와동동 1524
1990,wadong-dong,22,1,RGB1989,THR1989,LAB1989,경기 파주시 와동동 1524
1991,wadong-dong,22,1,RGB1990,THR1990,LAB1990,경기 파주시 와동동 1524
1992,wadong-dong,22,0,RGB1991,THR1991,LAB1991,경기 파주시 와동동 1524
1993,wadong-dong,22,0,RGB1992,THR1992,LAB1992,경기 파주시 와동동 1524
1994,wadong-dong,22,1,RGB1993,THR1993,LAB1993,경기 파주시 와동동 1524
1995,wadong-dong,22,0,RGB1994,THR1994,LAB1994,경기 파주시 와동동 1524
1996,wadong-dong,22,0,RGB1995,THR1995,LAB1995,경기 파주시 와동동 1524
1997,wadong-dong,22,0,RGB1996,THR1996,LAB1996,경기 파주시 와동동 1524
1998,wadong-dong,22,0,RGB1997,THR1997,LAB1997,경기 파주시 와동동 1524
1999,wadong-dong,22,0,RGB1998,THR1998,LAB1998,경기 파주시 와동동 1524
2000,wadong-dong,22,0,RGB1999,THR1999,LAB1999,경기 파주시 와동동 1524
2001,daechi-dong,1,2,RGB2000,THR2000,LAB2000,서울 강남구 대치동 995
2002,daechi-dong,1,3,RGB2001,THR2001,LAB2001,서울 강남구 대치동 995
2003,daechi-dong,1,3,RGB2002,THR2002,LAB2002,서울 강남구 대치동 995
2004,daechi-dong,1,3,RGB2003,THR2003,LAB2003,서울 강남구 대치동 995
2005,daechi-dong,1,3,RGB2004,THR2004,LAB2004,서울 강남구 대치동 995
2006,daechi-dong,1,3,RGB2005,THR2005,LAB2005,서울 강남구 대치동 995
2007,daechi-dong,1,3,RGB2006,THR2006,LAB2006,서울 강남구 대치동 995
2008,daechi-dong,1,3,RGB2007,THR2007,LAB2007,서울 강남구 대치동 995
2009,daechi-dong,1,3,RGB2008,THR2008,LAB2008,서울 강남구 대치동 995
2010,daechi-dong,1,3,RGB2009,THR2009,LAB2009,서울 강남구 대치동 995
2011,daechi-dong,1,3,RGB2010,THR2010,LAB2010,서울 강남구 대치동 995
2012,daechi-dong,1,3,RGB2011,THR2011,LAB2011,서울 강남구 대치동 995
2013,daechi-dong,1,2,RGB2012,THR2012,LAB2012,서울 강남구 대치동 995
2014,daechi-dong,1,2,RGB2013,THR2013,LAB2013,서울 강남구 대치동 995
2015,daechi-dong,1,2,RGB2014,THR2014,LAB2014,서울 강남구 대치동 995
2016,daechi-dong,1,1,RGB2015,THR2015,LAB2015,서울 강남구 대치동 995
2017,daechi-dong,1,2,RGB2016,THR2016,LAB2016,서울 강남구 대치동 995
2018,daechi-dong,1,0,RGB2017,THR2017,LAB2017,서울 강남구 대치동 995
2019,daechi-dong,1,1,RGB2018,THR2018,LAB2018,서울 강남구 대치동 995
2020,daechi-dong,1,2,RGB2019,THR2019,LAB2019,서울 강남구 대치동 995
2021,daechi-dong,1,2,RGB2020,THR2020,LAB2020,서울 강남구 대치동 995
2022,daechi-dong,1,2,RGB2021,THR2021,LAB2021,서울 강남구 대치동 995
2023,daechi-dong,1,2,RGB2022,THR2022,LAB2022,서울 강남구 대치동 995
2024,daechi-dong,1,2,RGB2023,THR2023,LAB2023,서울 강남구 대치동 995
2025,daechi-dong,1,2,RGB2024,THR2024,LAB2024,서울 강남구 대치동 995
2026,daechi-dong,1,2,RGB2025,THR2025,LAB2025,서울 강남구 대치동 995
2027,daechi-dong,1,2,RGB2026,THR2026,LAB2026,서울 강남구 대치동 995
2028,daechi-dong,1,2,RGB2027,THR2027,LAB2027,서울 강남구 대치동 995
2029,daechi-dong,1,2,RGB2028,THR2028,LAB2028,서울 강남구 대치동 995
2030,daechi-dong,1,1,RGB2029,THR2029,LAB2029,서울 강남구 대치동 995
2031,daechi-dong,1,2,RGB2030,THR2030,LAB2030,서울 강남구 대치동 995
2032,daechi-dong,1,2,RGB2031,THR2031,LAB2031,서울 강남구 대치동 995
2033,daechi-dong,1,2,RGB2032,THR2032,LAB2032,서울 강남구 대치동 995
2034,daechi-dong,1,2,RGB2033,THR2033,LAB2033,서울 강남구 대치동 995
2035,daechi-dong,1,2,RGB2034,THR2034,LAB2034,서울 강남구 대치동 995
2036,daechi-dong,1,2,RGB2035,THR2035,LAB2035,서울 강남구 대치동 995
2037,daechi-dong,1,2,RGB2036,THR2036,LAB2036,서울 강남구 대치동 995
2038,daechi-dong,1,2,RGB2037,THR2037,LAB2037,서울 강남구 대치동 995
2039,daechi-dong,1,2,RGB2038,THR2038,LAB2038,서울 강남구 대치동 995
2040,daechi-dong,1,1,RGB2039,THR2039,LAB2039,서울 강남구 대치동 995
2041,daechi-dong,1,2,RGB2040,THR2040,LAB2040,서울 강남구 대치동 995
2042,daechi-dong,1,2,RGB2041,THR2041,LAB2041,서울 강남구 대치동 995
2043,daechi-dong,1,2,RGB2042,THR2042,LAB2042,서울 강남구 대치동 995
2044,daechi-dong,1,2,RGB2043,THR2043,LAB2043,서울 강남구 대치동 995
2045,daechi-dong,1,2,RGB2044,THR2044,LAB2044,서울 강남구 대치동 995
2046,daechi-dong,1,2,RGB2045,THR2045,LAB2045,서울 강남구 대치동 995
2047,daechi-dong,1,2,RGB2046,THR2046,LAB2046,서울 강남구 대치동 995
2048,daechi-dong,1,2,RGB2047,THR2047,LAB2047,서울 강남구 대치동 995
2049,daechi-dong,1,2,RGB2048,THR2048,LAB2048,서울 강남구 대치동 995
2050,daechi-dong,1,2,RGB2049,THR2049,LAB2049,서울 강남구 대치동 995
2051,daechi-dong,1,2,RGB2050,THR2050,LAB2050,서울 강남구 대치동 995
2052,daechi-dong,1,2,RGB2051,THR2051,LAB2051,서울 강남구 대치동 995
2053,daechi-dong,1,2,RGB2052,THR2052,LAB2052,서울 강남구 대치동 995
2054,daechi-dong,1,2,RGB2053,THR2053,LAB2053,서울 강남구 대치동 995
2055,daechi-dong,1,2,RGB2054,THR2054,LAB2054,서울 강남구 대치동 995
2056,daechi-dong,1,2,RGB2055,THR2055,LAB2055,서울 강남구 대치동 995
2057,daechi-dong,1,2,RGB2056,THR2056,LAB2056,서울 강남구 대치동 995
2058,daechi-dong,1,2,RGB2057,THR2057,LAB2057,서울 강남구 대치동 995
2059,daechi-dong,1,2,RGB2058,THR2058,LAB2058,서울 강남구 대치동 995
2060,daechi-dong,1,2,RGB2059,THR2059,LAB2059,서울 강남구 대치동 995
2061,daechi-dong,1,1,RGB2060,THR2060,LAB2060,서울 강남구 대치동 995
2062,daechi-dong,1,2,RGB2061,THR2061,LAB2061,서울 강남구 대치동 995
2063,daechi-dong,1,2,RGB2062,THR2062,LAB2062,서울 강남구 대치동 995
2064,daechi-dong,1,2,RGB2063,THR2063,LAB2063,서울 강남구 대치동 995
